d1,d2,d3,diem,Toán_TB,Văn_TB,KH_TB
34,32,28,94,9.1,7.32,8.71
20,35,24,79,8.95,8.32,8.44
23,32,19,74,8.78,7.43,7.92
24,34,25,83,8.98,7.12,8.5
38,41,36,115,8.82,7.65,8.96
19,35,23,77,8.15,7.22,7.45
23,32,23,78,7.48,6.7,7.07
16,24,18,58,8.75,7.38,8.39
20,36,24,80,8.45,8.5,8.27
27,33,18,78,8.98,7.55,8.5
24,32,31,87,9.22,7.88,8.26
19,28,17,64,8.88,7.35,8.74
31,32,33,96,9.52,8.25,8.72
30,32,33,95,8.38,7.2,8.28
29,36,18,83,8.88,7.3,8.44
27,22,21,70,9.1,7.35,8.74
22,32,14,68,8.75,7.48,7.96
21,26,22,69,9.22,8.1,8.1
32,31,26,89,9.1,7.75,8.73
35,35,33,103,9.18,7.55,9.18
38,33,35,106,9.05,7.22,8.72
34,30,31,95,9.18,7.28,8.38
34,31,19,84,8.85,7.28,8.41
19,29,25,73,8.5,7.43,7.77
35,38,23,96,9.4,8.48,8.55
32,35,25,92,9.18,7.38,8.28
27,34,24,85,8.6,8.07,8.17
21,35,19,75,9.15,7.92,7.7
37,35,28,100,9.55,8.18,9.12
19,30,18,67,8.32,5.68,7.93
30,36,24,90,9.35,7.78,7.99
35,38,33,106,9,6.88,8.32
18,23,17,58,7.1,7.3,6.74
29,33,26,88,9.5,7.68,8.48
17,34,28,79,8,8.2,8.15
30,35,39,104,8.7,7.82,8.82
21,32,15,68,8.15,7.1,7.1
15,35,19,69,8.6,7.8,8.34
18,36,23,77,7.98,7.32,8.08
22,30,21,73,8.57,7.22,7.7
13,32,21,66,7.98,7.6,8.14
29,31,21,81,9.12,7.58,8.1
43,38,32,113,9.45,7.85,8.7
35,31,22,88,9.55,8.02,7.48
8,28,17,53,6.32,6.82,6.71
33,29,24,86,8.83,6.55,8.46
20,25,15,60,8.82,8.57,8.56
15,28,17,60,7.42,7.8,7.04
24,34,28,86,8.62,7.5,8.14
26,32,27,85,9.3,7.85,8.64
21,31,17,69,8.38,7,7.8
30,31,24,85,9.2,7.45,8.22
36,35,27,98,9.43,7.52,8.56
23,30,21,74,7.15,6.72,7.6
33,31,21,85,8.68,7.7,8.4
16,34,18,68,8.25,6.75,8.32
38,30,33,101,9.43,6.88,7.81
16,30,21,67,8.1,7.62,8.08
31,34,19,84,8.68,7.48,8.54
15,31,20,66,8.35,6.72,8.29
31,28,24,83,8.7,7.3,7.36
29,30,25,84,9.5,7.52,8.77
24,26,21,71,8.4,7.58,8.09
30,38,26,94,8.2,6.98,7.24
23,25,17,65,8.07,5.95,7.32
12,29,16,57,7.7,7.35,8.06
32,30,26,88,9.1,6.58,8.42
28,26,16,70,8.8,7.4,8.52
26,34,19,79,8.42,7.32,7.63
34,36,20,90,9.43,7.8,8.56
42,33,25,100,9.35,7.6,8.04
27,41,25,93,8.77,7.72,8.26
27,39,21,87,8.57,8.22,8.44
30,34,19,83,8.4,7.7,8.43
26,28,24,78,8.18,6.7,7.54
10,24,15,49,8.88,8.82,8.81
17,34,15,66,8.3,6.68,8.24
23,36,29,88,8.75,8.25,8.62
25,29,20,74,8.35,7.65,8.2
13,28,16,57,7.45,7.8,8.02
20,25,18,63,8.48,7.98,8.31
22,25,17,64,7.4,6.25,6.76
31,31,27,89,8.82,7.45,7.96
35,22,34,91,9.45,7,8.26
29,35,16,80,9.3,8.05,8.25
27,34,26,87,8.73,7.4,8.39
14,33,22,69,7.48,7.12,7.62
11,26,23,60,8.1,7.2,8.46
26,32,24,82,9.35,7.95,8.5
27,36,21,84,8.65,7.5,8.52
24,34,21,79,8.62,7.7,8.61
26,36,21,83,8.07,7.5,8.04
15,33,23,71,8.65,8.38,8.75
20,33,23,76,8.35,6.72,7.58
21,30,12,63,7.1,7.78,7.84
19,28,13,60,7.78,7.88,7.3
16,15,18,49,6.93,6.7,6.98
26,29,26,81,7.72,8.02,7.82
14,31,13,58,7.45,7.68,7.94
19,35,18,72,8.45,8.18,8.24
13,33,25,71,8.22,8.27,8.47
25,38,16,79,9.05,7.75,9.16
21,36,16,73,8.55,8.35,8.41
28,41,20,89,9.27,8.58,8.5
21,32,20,73,8.88,7.68,8.12
23,29,23,75,8.68,7.78,8.5
19,35,17,71,7.98,8.15,8.76
29,40,31,100,9.57,8.3,9.18
13,16,13,42,7.07,7,7.56
14,34,16,64,8.7,8.07,8.33
24,35,22,81,8.52,8.38,8.2
17,35,18,70,8.65,8.15,8.43
19,33,18,70,8.25,7.6,8.32
24,38,21,83,9.15,7.78,8.37
20,36,24,80,8.45,8.52,8.36
20,34,8,62,7.88,7.15,8.2
18,26,20,64,8.28,7.7,8.3
33,35,18,86,9.3,7.88,8.93
31,41,27,99,9,7.82,8.52
26,28,18,72,9.18,8.25,8.04
26,40,22,88,8.5,8.5,8.64
18,30,24,72,9.05,8.15,8.54
13,38,20,71,6.75,7.82,7.97
32,33,20,85,9.45,8.45,9.32
41,33,22,96,9.6,7.82,8.68
21,32,18,71,7.28,6.98,7.43
32,36,20,88,9.18,7.57,8.6
29,32,22,83,9.18,7.8,8.85
21,29,17,67,7.85,8.12,7.76
29,39,23,91,9.32,8.25,9.12
21,31,21,73,8.52,7.8,8.62
26,36,18,80,7.6,8.02,8.36
23,30,23,76,9.07,8.52,8.94
18,28,18,64,7.8,7.55,8.11
24,32,23,79,9.22,7.45,9.15
33,42,22,97,9.08,8.52,8.63
28,43,23,94,8.98,8.95,8.58
25,40,24,89,8.7,8.32,8.43
34,35,25,94,9.4,7.7,8.65
17,31,17,65,8.1,7.75,8.56
26,35,26,87,8.62,7.7,8.73
23,30,14,67,8.23,7.92,8.1
30,34,19,83,8.8,8.95,8.9
27,30,16,73,8.18,7.58,7.94
26,41,15,82,8,8.05,8.34
25,37,32,94,9.02,8.2,9.25
16,27,21,64,6.78,8.07,7.86
12,34,21,67,8.65,8.52,8.22
19,38,16,73,7.75,7.52,8.11
17,30,15,62,8.07,7.48,7.95
14,30,14,58,8.18,7.88,8.02
26,32,25,83,9.1,7.3,8.67
13,39,18,70,7.4,8.3,8.52
20,27,21,68,8.28,7.15,8.29
30,35,17,82,9,7.5,8.46
20,35,29,84,9.32,7.62,9.06
25,38,21,84,9.4,8.18,8.98
19,33,17,69,8.77,8.18,8.59
13,31,16,60,7.82,8.32,7.92
35,29,38,102,9.28,7.85,9.38
28,38,25,91,8.82,7.02,8.36
35,40,24,99,9.27,8.18,8.72
25,31,17,73,8.65,7.9,8.26
25,35,27,87,9.12,7.82,8.46
28,35,20,83,9.07,7.82,8.21
10,36,17,63,6.8,7.32,7.44
26,37,27,90,8.78,8.57,8.62
25,39,22,86,7.8,8.18,8.01
19,38,19,76,7.7,8.35,7.92
17,31,16,64,8.4,7.57,8.66
29,35,18,82,9.25,7.85,8.78
15,30,15,60,5.9,7.48,7.96
14,26,17,57,6.95,7.38,7.46
20,28,21,69,8.1,8.12,8.16
14,33,16,63,6.52,7.78,7.35
24,40,24,88,9,8.25,8.73
28,34,15,77,8.35,7.93,8.52
32,28,28,88,9.1,7.85,8.82
36,31,26,93,9.32,7.65,8.7
33,34,23,90,9.22,8.25,9.04
19,36,20,75,8.68,8.32,8.76
21,30,22,73,8.55,7.82,8.44
21,35,18,74,8.57,7.95,8.56
13,27,14,54,8.45,7.35,8.15
26,36,22,84,9.02,8.48,8.08
13,31,15,59,7.93,8.32,7.98
16,34,18,68,8.28,7.48,8.58
15,30,21,66,8.62,7.95,8.44
38,42,33,113,9.62,8.62,9.42
12,32,14,58,8.08,7.52,7.94
10,28,18,56,8.3,7.12,7.98
29,36,23,88,9.2,8.45,8.76
22,32,24,78,9.3,8.07,8.76
26,37,23,86,8.85,8.45,8.86
13,33,21,67,8.48,8.22,8.2
13,31,22,66,7.25,8.33,8.06
14,27,20,61,7.42,8.5,8.14
4,34,17,55,6.72,7.28,7.68
12,31,16,59,7.9,7.43,7.87
28,39,18,85,8.43,8.55,8.25
30,32,23,85,8.57,7.98,8.45
25,39,20,84,8.57,8.4,8.94
26,28,24,78,9.07,8.23,8.57
29,39,23,91,9.73,9.12,9.44
30,41,20,91,9.35,8.68,9.1
27,35,20,82,9.4,8.23,8.94
27,32,18,77,8.4,8.5,8.24
12,31,13,56,8,8.07,8.14
36,31,22,89,9.48,8.23,8.29
30,29,27,86,9.32,8.12,8.88
32,32,20,84,8.75,7.95,8.93
26,32,27,85,7.98,7.92,8.32
26,42,25,93,8.73,8.55,8.38
23,34,18,75,8.57,8.38,8.4
25,32,27,84,8.1,6.82,8.26
26,32,15,73,8.57,8.05,8.06
16,27,22,65,8.52,8.18,8.22
32,28,30,90,9.02,7.32,8.87
14,30,15,59,7.78,7.6,8.23
36,31,24,91,9.5,7.52,8.76
19,26,13,58,8.88,8.15,8.24
22,37,22,81,8.85,8.45,8.49
22,34,24,80,8.75,7.45,8.83
12,25,19,56,8.73,7.95,8.5
26,31,23,83,9.1,7.62,8.62
23,23,15,65,7.45,7.98,8.2
35,29,36,103,8.6,7.95,8.86
32,39,20,87,8.73,7.75,8.45
36,38,26,104,9.59,7.88,8.02
37,34,26,91,8.87,7.35,8.7
28,29,28,82,8.87,8.3,8.73
25,36,27,87,8.01,7.73,8.38
33,37,36,102,9.55,6.91,8.84
29,43,20,89,9.11,7.81,8.88
23,36,16,75,8.28,7.68,8.45
23,26,18,70,8.39,7.7,8.52
28,32,21,80,9.21,7.65,9.47
29,32,33,97,8.83,7.49,8.69
23,31,17,68,8.92,6.39,7.92
31,27,23,81,8.78,7.89,7.67
21,28,20,70,8.53,6.46,8.06
29,34,18,80,9.49,8.05,9.13
18,34,26,78,8.65,7.72,8.19
24,29,20,76,8.81,6.23,7.74
29,28,29,89,8.89,7.48,8.24
10,33,27,76,8.03,7.2,7.31
28,32,21,81,8.3,7.58,6.9
20,32,26,73,8.81,8.04,8.28
33,34,30,100,9.32,7.89,8.31
28,36,25,87,9.11,7.57,7.64
20,32,20,75,8.52,7.76,8.6
27,31,21,82,8.42,7.37,8.34
22,27,18,67,6.57,8.31,6.49
22,27,18,71,8.87,7.38,8.11
39,34,21,95,9.41,6.99,8.64
24,27,18,67,8.7,7.48,8.84
18,25,10,54,9.06,7.15,7.57
33,35,23,95,9.18,7.13,8.21
29,30,29,92,8.57,6.84,8.29
22,26,17,61,9.07,8.52,8.29
20,37,29,83,9.51,7.43,8.96
24,31,21,74,8.55,7,8.41
33,27,22,81,9.01,6.7,7.87
27,29,23,77,8.25,7.48,8.67
24,30,19,68,8.06,7.88,7.39
19,36,22,80,8.67,7.63,8.19
23,31,18,73,9.26,7.52,9.09
22,28,27,73,9.12,8.81,9.31
23,24,17,62,7.29,6.51,7.34
41,34,30,105,9.9,7.17,7.49
28,26,19,73,9.28,8.19,8.51
22,33,25,78,7.48,7.74,7.21
16,33,17,65,6.35,7.98,7.23
22,27,20,70,7.46,6.57,7.66
23,28,14,67,8.66,7.83,8.21
23,32,19,72,8.33,7.19,8.99
35,33,29,100,8.65,6.74,8.46
24,31,23,74,9.33,7.43,8.35
19,28,14,60,7.54,6.07,7.36
33,37,18,88,9.87,7.29,9.4
31,38,20,91,9.23,8,8.5
27,34,28,85,8.58,8.08,8.42
15,31,15,64,7.91,7.62,8.57
26,33,20,80,8.59,5.85,7.86
29,34,25,85,8.36,7.72,8.11
15,23,21,59,8.48,6.38,7.39
28,39,27,92,8.2,6.73,8.13
23,32,22,75,9.09,7.65,8.18
24,32,20,75,9.08,7.67,8.37
38,39,26,106,9.26,6.98,8.1
9,22,17,51,9.26,8.51,8.73
39,42,32,113,9.51,8.06,8.68
27,26,18,66,9.47,6.85,7.86
14,26,20,61,7.27,7.9,8.45
38,38,32,107,9.51,8.19,9.56
33,34,32,98,8.53,8.03,8.71
19,26,14,61,7.34,7.48,7.21
25,34,23,81,8.79,6.91,7.81
35,32,29,92,8.77,6.95,8.25
22,38,20,84,9.14,7.64,8.43
25,28,25,80,7.84,7.03,7.59
23,29,22,72,7.74,6.84,8.63
37,31,24,91,9.71,7.82,9.3
15,37,27,80,9.23,7.32,8.97
7,26,21,55,7.35,6.93,6.94
27,33,20,82,9.16,8.13,9.08
12,19,23,56,8.3,6.07,7.3
21,29,17,66,8.03,7.85,7.76
25,31,10,66,9.87,7.59,7.2
25,28,23,73,7.75,7.4,7.95
15,31,16,60,6.89,7.65,6.9
42,31,26,102,9.2,7.46,8.22
28,39,21,87,8.98,8.54,8.71
22,33,22,80,8.07,7.88,8.61
20,34,26,81,9.1,8.38,8.16
11,28,12,47,7.17,7.57,7.51
39,37,26,98,10,8.16,9.07
27,24,24,79,9.02,7.12,7.96
31,38,20,87,9.48,7.42,9.46
25,36,29,91,8.62,6.6,8.39
20,24,17,57,8.09,8.18,8.38
35,42,26,98,9.13,8.59,8.37
19,38,25,80,8.05,7.97,8.25
33,35,21,87,9.34,8.11,8.56
43,41,26,112,9.24,8.3,8.94
28,28,19,75,9.1,7.46,8.59
34,35,27,93,9.76,7.1,8.11
26,32,22,84,8.88,7.03,7.7
32,31,30,96,9.19,7.34,9.14
28,25,29,82,8.62,6.94,8.11
21,29,23,71,8.77,7.2,7.85
31,31,26,89,9.48,8.24,8.94
16,28,19,60,7.49,7.99,7.13
33,34,33,99,9.02,7.14,8.23
30,26,28,86,8.91,7.79,9.16
19,24,12,56,8.65,7.02,8.52
25,34,23,80,8.66,7.62,8.66
18,26,13,60,8.6,8.2,8.29
28,33,31,85,8.22,7.48,8.92
24,24,19,69,8.28,7.38,7.87
27,30,16,74,8.61,7.55,8.35
30,27,21,82,8.93,7.34,8.38
22,36,27,89,8.78,7.01,8.02
34,36,23,89,8.83,7.53,7.98
23,30,24,78,8.73,7.35,8.07
18,36,19,67,8.44,7.87,7.38
15,33,17,69,8.83,8.44,9.08
34,22,15,67,8.7,7.79,8.77
18,34,28,82,9.42,7.75,9.29
23,39,22,91,8.73,8.22,8.23
35,24,21,81,9.63,7.68,8.41
21,30,24,75,9.06,7.81,8.97
21,28,21,68,7.41,5.8,6.65
14,24,10,51,8.68,7.61,8.01
39,35,32,110,10,8.73,9.19
36,33,35,105,9.94,7.41,9.16
25,35,14,73,7.79,7.64,8.47
23,25,21,69,8.32,7.02,8.01
27,34,16,79,8.94,7.42,8.3
16,25,17,59,8.97,7.08,7.95
27,30,25,75,9.6,8.1,8.46
24,30,14,66,7.93,7.83,7
26,35,24,88,8.52,7.82,8.82
39,37,17,94,9.54,7.26,8.13
29,40,27,93,8.7,7.8,8.27
12,31,21,63,6.68,7.65,8.78
29,31,22,82,9.71,8.23,9.04
34,32,21,87,9.54,7.72,8.93
22,32,13,67,8.84,8.14,9.07
39,43,25,109,10,8.26,9.53
32,28,22,84,8.96,7.98,8.76
34,33,27,92,9.71,7.61,8.75
24,30,18,73,8.85,7.85,8.78
23,28,18,72,6.78,6.52,7.13
29,27,17,73,8.64,6.91,8.5
27,28,21,80,9.43,7.8,8.36
20,31,24,74,7.93,7.26,7.78
15,26,17,58,6.28,6.47,7.32
25,33,26,84,8.34,8.29,8.59
30,39,20,88,9.26,8.78,8.56
21,30,22,69,6.88,5.73,7.93
27,33,27,92,9.2,7.65,8.28
27,33,19,80,8.84,7.8,8.86
33,36,21,96,9.28,8.25,9.18
35,35,30,97,8.74,6.99,8.38
14,33,18,68,8.7,7.84,8.23
33,27,31,90,8.69,6.97,8.84
24,31,17,74,8.67,7.25,8.26
26,40,26,87,9.26,7.92,8.38
29,25,16,70,9.1,7.86,8.33
24,38,26,86,7.94,7.44,7.9
19,25,21,68,8.95,7.23,8.49
28,31,23,76,10,7.58,8.22
13,29,14,59,7.8,7.51,7.95
32,34,26,91,9.87,7.44,8.95
15,30,16,63,8.52,7.08,8.91
18,33,21,74,8.32,7.02,7.38
28,31,25,78,8.36,6.15,7.77
33,35,23,89,9.05,7.44,8.25
14,34,16,69,8.61,7.25,7.05
24,40,22,86,9.57,7.98,9.06
40,35,36,109,10,7.67,8.77
10,30,17,58,7.91,7.59,8.37
20,34,25,77,7.75,7.51,8.27
30,30,28,84,9.67,8.12,8.09
34,35,34,106,9.41,8,8.77
25,33,17,72,8.87,7.62,7.99
29,32,23,80,8.9,7.36,8.35
34,31,21,84,9.51,7.33,8.43
19,28,14,64,7.55,6.39,7.97
15,31,20,70,7.48,6.34,8.16
11,31,14,59,8.33,7.26,8.19
17,22,15,58,6.31,7.85,6.88
16,28,13,61,7.83,6.36,6.91
20,31,25,75,7.74,7.11,7.93
27,32,22,80,9.29,8.19,9.32
13,29,15,61,7.36,8.06,6.74
27,36,18,78,7.81,7.3,8.47
15,25,18,55,7.66,6.2,6.25
18,36,19,77,9.26,8.08,7.76
13,33,7,51,7.24,7.42,7.42
18,36,24,81,8.51,7.88,8.9
29,18,21,69,8.75,7.91,9.43
23,39,22,88,9.02,8.24,7.96
22,37,26,84,9.83,8.23,8.85
42,39,34,108,9.39,8.07,9.27
12,28,16,56,7.1,7.57,7.56
19,30,13,61,7.07,8.18,7.88
28,33,25,84,7.23,7.33,6.76
19,36,25,79,9.34,7.07,8.45
27,37,27,89,8.99,7.37,8.96
11,28,15,60,6.65,6.68,7.18
12,29,11,52,7.15,6.09,7.92
21,31,10,61,7.39,7.78,8.03
22,32,12,64,8.75,8.21,8.91
36,35,31,101,8.69,7.53,8.67
30,25,28,79,8.3,7.66,7.8
36,36,35,110,9.85,8.03,8.96
15,16,18,47,7.58,6.8,6.89
30,29,21,80,8.82,7.7,8.22
33,37,20,90,8.56,7.15,7.78
14,29,18,64,8.24,7.88,8.72
34,36,25,94,8.85,7.68,9.1
33,34,16,81,8.84,7.24,7.81
30,29,24,83,9.96,8.04,9.33
41,31,29,102,9.62,7.39,8.95
27,37,19,81,8.37,7.95,8.81
22,22,11,58,8.91,7.37,8.32
37,35,25,93,9.78,7.32,7.88
21,33,23,80,9.64,8.28,8.64
25,33,17,74,7.44,6.78,7.77
32,27,33,89,9.13,7.6,8.51
36,30,20,86,9.17,7.76,7.38
29,29,23,79,9.53,7.77,8.27
30,37,20,88,9.07,7.29,8.6
18,36,26,82,8.18,8.09,8.26
43,42,26,110,9.41,7.89,8.8
31,34,20,85,9.86,7.43,8.48
30,34,18,82,10,8.04,8.96
27,35,26,90,9.25,7.96,8.77
15,34,18,62,8.4,8.2,7.88
28,34,18,82,8.64,7.81,8.14
32,34,19,84,9.34,7.74,9.21
21,24,24,66,7.89,7.6,8.25
28,36,30,93,9.47,7.32,7.93
18,37,26,79,7.69,8.44,8.09
22,34,17,70,7.06,7.17,7.59
30,36,29,96,9.27,7.56,8.51
27,32,12,76,8.47,6.74,7.98
30,27,20,76,8.43,7.88,7.71
40,38,33,109,9.51,8.18,8.32
22,31,22,69,8.44,6.96,8.68
24,30,20,75,9.71,8.55,8.86
22,27,27,77,6.67,6.9,7.13
23,29,15,68,8.05,7.79,7.94
22,27,22,71,8.27,7.25,7.79
26,24,20,69,8.11,7.6,7.84
16,29,14,64,8.17,6.63,7.89
31,28,19,80,8.5,7.33,8.4
20,31,24,78,7.84,7.65,7.61
24,31,21,76,8.73,7.57,8.26
29,33,19,81,8.87,8.11,8.86
15,26,22,62,8.8,7.67,8.88
26,27,25,76,7.22,6.6,7.07
33,27,33,89,8.42,7.58,8.37
36,30,26,95,8.38,6.93,8.9
13,36,28,79,8.49,8.34,8.9
23,38,28,83,9.79,8.69,8.92
25,28,24,74,6.57,6.75,7.07
21,29,16,67,7.58,7.66,7.55
40,25,15,78,8.41,6.69,7.55
28,29,20,80,8.42,6.23,7.23
25,26,21,72,8.61,7.44,8.4
20,29,19,68,8.48,6.89,8.17
15,33,27,80,7.96,8.05,8.02
27,35,15,83,8.75,7.64,8.47
21,24,13,59,8.61,7.14,7.72
30,34,24,86,8.7,7.32,8.11
26,20,18,59,8.53,6.46,7.88
35,32,22,90,8.73,7.73,9.08
20,23,11,58,8.11,6.84,8.62
30,33,26,91,9.69,7.48,8.69
36,37,26,102,9.95,8.43,9.13
31,33,15,74,8.77,7.18,8.06
18,36,26,78,7.84,8.74,8.34
30,36,36,105,9.6,9.07,8.64
22,29,28,80,9.34,7.38,7.83
26,30,24,78,9.55,7.4,9.37
28,32,36,91,8.58,6.94,8.99
25,36,26,88,9.78,7.83,9.49
36,35,24,91,8.49,6.87,8.02
26,24,18,66,8.23,6.51,7.3
33,30,18,79,9.43,6.67,7.11
14,29,17,58,7.38,7.6,7.79
27,26,26,72,9.05,6.94,8.47
26,26,16,69,8.73,8.43,7.79
31,43,21,96,9.26,8.22,9.13
23,34,19,75,8.58,7.87,9
33,33,15,83,8.79,7.13,8.64
14,25,18,56,7.49,6.31,6.68
29,34,18,82,9.35,7.69,9.08
21,31,17,72,7.68,7.79,7.37
22,33,18,71,8.68,6.81,7.89
38,35,26,95,8.36,7.8,8.59
30,37,25,95,9.32,7.24,9.56
28,31,20,84,9.72,7.57,8.81
26,33,16,80,8.79,8.35,8.17
13,19,14,54,8.4,7.18,8.62
12,21,17,51,7.85,6.14,7.47
11,29,15,60,7.67,6.88,7.21
35,38,30,103,9.09,6.31,8.53
32,36,22,91,9.88,7.83,8.38
35,25,26,86,9.42,7.41,8.31
26,25,19,73,7.97,7.46,8.33
28,34,27,90,8.67,7.32,8.51
35,40,33,109,9.35,7.8,8.91
20,27,17,70,8.31,7.5,7.52
15,36,25,78,9.38,7.48,8.66
8,24,15,52,7.05,6.9,7.02
23,30,19,74,8.71,7.9,8.03
29,31,17,76,9.71,7.41,8.2
31,42,27,99,9.29,7.5,8.82
12,31,19,60,6.65,5.79,6.73
29,34,23,89,8.8,7.26,7.33
22,32,26,79,8.66,7.2,8.46
30,35,35,101,8.86,7.56,8.17
29,37,16,82,9.27,8.48,8.67
29,26,24,82,8.74,7.09,8.51
23,35,28,89,8.58,8.25,8.85
33,32,15,82,8.63,7.55,7.52
16,31,13,60,7.1,7.06,7.38
25,24,21,74,8.7,7.99,8.71
23,31,24,76,8.15,6.81,7.81
23,27,23,71,8.83,7.44,8.73
27,31,20,78,8.41,7.71,8.16
22,27,23,72,8.74,8.3,7.64
35,37,25,95,8.71,7.52,8.33
38,41,32,113,9.5,7.28,8.78
30,28,21,78,10,6.42,8.11
21,30,14,66,9.35,7.73,8.43
34,33,23,88,9.39,8.6,9.09
19,29,17,68,7.86,7.74,7.18
12,30,21,65,7.11,8.46,8.1
24,30,27,80,8.35,7.19,8.38
18,18,27,66,8.53,6.48,8.17
20,40,27,82,9.02,7.18,8.39
33,31,20,82,8.99,7.94,8.51
30,42,34,103,9.09,7.43,9.64
30,20,23,68,9.47,7.76,9.02
12,36,16,69,6.52,7.41,7.1
18,30,18,73,8.75,7.24,9.04
24,26,20,70,7.56,5.88,7.88
28,23,23,76,9.39,6.75,8.35
19,36,24,82,8.65,8.64,8.57
35,40,29,107,9.59,8.09,8.42
26,27,20,76,8.44,7.24,8.23
24,32,18,73,7.98,6.94,8.02
8,22,17,45,7.47,5.82,8.06
22,29,13,63,8.69,6.87,8.16
13,32,15,62,8.6,8.03,8.59
20,34,22,73,8.3,7.52,7.87
13,31,14,59,7.82,7.7,8
32,25,29,87,8.8,7.42,8.1
38,25,27,91,8.32,8.2,8.49
39,31,27,95,8.68,7.87,8.73
38,32,26,95,8.39,6.19,7.33
27,28,22,82,9.67,8,8.64
32,32,31,98,9.07,7.58,8.3
14,29,16,56,8.38,8.08,7.85
19,18,26,66,8.01,7.03,7.64
21,27,16,62,8.71,7.8,7.93
20,26,15,61,7.84,6.46,6.95
21,34,22,79,8.43,8.42,7.06
32,33,16,78,8.35,7.07,7.77
24,27,21,72,7.41,6.37,7.73
12,40,21,77,7.61,7.49,8.24
34,28,39,104,9.48,7.49,9.29
28,42,27,93,8.64,8.64,7.97
14,35,23,66,8.25,8.2,7.75
28,36,14,75,8.61,7.87,7.94
29,36,33,99,9.21,7.48,8.63
37,42,38,117,9.33,7.7,9.72
24,41,24,87,7.99,8.57,8.77
15,31,22,72,7.02,6.88,8.34
34,32,28,91,9.44,8.01,9.07
25,30,22,78,8.21,7.76,8.25
37,36,23,94,9.47,7.31,9.01
32,32,22,87,8.55,7.45,7.95
18,35,16,70,8.29,8.57,8.1
35,30,29,92,9.16,7.97,8.66
22,25,17,67,8.29,7.57,8.27
18,38,25,79,8.69,8.27,8.55
27,32,27,84,8.6,6.57,8.05
33,28,19,80,9.06,6.5,8.34
12,33,23,65,8.4,8.05,8.46
16,22,21,60,7.91,7.02,8.02
38,42,22,105,9.35,8.63,9.86
22,28,23,72,8.08,8,8.62
34,30,16,83,9.29,6.71,7.74
33,35,23,89,8.98,6.7,7.73
21,29,16,73,7.11,6.57,7.78
18,23,21,62,6.78,7.51,7.77
24,25,20,66,9.12,6.69,8.32
22,28,20,73,8.75,7.81,8.32
36,32,29,95,9.65,7.96,7.83
31,33,21,84,8.52,7.91,9.03
36,35,27,98,9.6,7.07,8.62
23,33,26,85,8.52,7.18,7.79
33,34,26,93,9.04,7.07,7.8
25,31,25,82,8.43,6.57,7.73
23,38,25,85,8.3,8.39,8.63
31,38,29,99,8.71,8.68,9.21
21,31,25,77,7.95,7.44,7.32
37,34,37,109,9.57,7.99,9.06
24,28,22,78,8.41,6.56,8.08
21,33,23,79,8.97,7.17,8.2
20,28,27,69,8.47,7.18,8.65
7,36,22,65,7.36,7.19,7.52
25,27,16,71,8.82,6.73,7.86
16,13,19,47,7.03,6.58,6.7
31,34,25,93,9.11,7.02,9.05
32,33,21,87,10,7.92,8.46
30,26,28,90,9.01,8.19,8.93
32,34,21,83,8.85,7.5,8.25
30,31,19,85,9.13,8.59,8.71
31,33,20,81,8.71,8.03,8.6
18,36,23,79,8.08,8.92,8.15
29,24,24,77,9,6.57,7.79
20,33,23,74,8.44,6.58,6.55
33,31,30,99,8.86,6.9,8.37
22,28,19,65,6.9,7.77,6.57
30,36,31,94,8.97,7.36,8.81
35,37,24,99,9.25,7.47,8.28
16,34,28,81,8.87,8.44,8.67
34,29,23,84,8.4,7.78,9.13
28,29,20,79,8.88,6.54,6.92
38,30,30,96,8.17,6.57,9.09
23,36,25,81,8.82,8.01,8.88
21,33,15,67,8.9,7.85,8.47
32,27,21,84,8.97,7.63,8.09
30,36,24,91,9.04,7.89,9.07
20,27,19,69,7.9,5.78,8.12
12,30,16,57,8.08,7.49,7.63
33,31,20,88,9.68,8.82,7.39
33,41,31,104,9.15,7.22,9.47
24,28,20,68,8.09,7.73,8.19
33,35,32,104,9.31,6.87,8.24
24,27,22,68,8.26,7.29,7.8
25,20,20,64,8.74,7.52,8.09
21,30,23,72,7.74,5.53,7.37
29,29,27,87,9.21,7.29,9.31
20,27,22,69,7.51,6.13,7.89
24,27,26,72,8.62,8.76,9.3
31,38,29,98,8.91,7.74,8.94
31,33,24,91,8.81,6.54,9.32
32,30,27,90,8.91,7.15,8.13
36,34,22,93,9.18,7.52,8.65
39,33,23,94,9.74,7.63,8.64
22,39,16,78,8.88,8.01,8.04
35,32,26,89,8.99,6.44,8.21
21,35,16,72,8.28,7.93,8.19
25,38,20,81,7.75,7.62,8.02
31,31,24,90,9.02,7.47,8.96
23,30,24,76,8.26,7.84,8.58
27,32,25,84,9.47,7.53,9.4
25,35,16,81,8.43,8.5,8.9
28,37,19,83,9.46,7.94,9.5
15,33,13,66,8.54,7.57,7.79
23,34,19,80,8.12,7.88,8.33
17,35,22,72,8.49,7.57,7.57
28,19,24,73,8.04,6.19,8.59
12,37,19,71,6.79,8.62,8.53
30,31,18,79,8.38,7.64,8.75
30,29,25,86,9.13,6.81,8.17
7,34,20,63,8.39,6.68,7.89
15,28,22,62,7.02,7.83,8.37
29,33,18,79,8.2,7.25,8.34
34,20,32,92,9.71,7.28,8.33
32,36,29,96,9.11,7.17,9.17
24,33,24,80,8.4,6.15,6.87
13,35,14,64,8.46,8.06,7.86
